player_name,nation,position,age,matches_played,starts,minutes_played,goals,assists,penalties_scored,yellow_cards,red_cards,expected_goals,expected_assists,team_name
Henry Cartwright,eng ENG,MF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester-City
Daniel Iversen,dk DEN,GK,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester-City
Benjamin Nelson,eng ENG,DF,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester-City
Thomas Wilson-Brown,eng ENG,MF,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leicester-City
Kyle Walker-Peters,eng ENG,DF,27,0,27,2378.0,0.0,2.0,0.0,5.0,0.0,0.5,2.6,Southampton
Mateus Fernandes,pt POR,MF,20,0,25,2141.0,1.0,2.0,0.0,7.0,0.0,3.1,2.0,Southampton
Taylor Harwood-Bellis,eng ENG,DF,23,0,24,2120.0,1.0,0.0,0.0,7.0,0.0,1.7,0.8,Southampton
Jan Bednarek,pl POL,DF,28,0,23,1901.0,2.0,0.0,0.0,5.0,0.0,0.7,0.5,Southampton
Aaron Ramsdale,eng ENG,GK,26,0,21,1890.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Southampton
Joe Aribo,ng NGA,"MF,DF",28,0,19,1826.0,3.0,0.0,0.0,1.0,0.0,2.7,1.6,Southampton
Flynn Downes,eng ENG,MF,26,0,18,1522.0,1.0,0.0,0.0,9.0,0.0,0.6,0.9,Southampton
Tyler Dibling,eng ENG,"FW,MF",19,0,17,1540.0,2.0,0.0,0.0,6.0,0.0,2.4,1.4,Southampton
Yukinari Sugawara,jp JPN,"DF,MF",24,0,15,1439.0,1.0,1.0,0.0,4.0,0.0,0.4,2.2,Southampton
Adam Armstrong,eng ENG,"FW,MF",28,0,15,1248.0,2.0,2.0,0.0,4.0,0.0,3.3,1.2,Southampton
Ryan Manning,ie IRL,"DF,MF",28,0,12,971.0,0.0,0.0,0.0,2.0,0.0,0.3,2.4,Southampton
Cameron Archer,eng ENG,FW,23,0,11,1181.0,2.0,0.0,0.0,0.0,0.0,4.9,0.3,Southampton
James Bree,eng ENG,DF,27,0,11,890.0,0.0,1.0,0.0,0.0,0.0,0.1,0.9,Southampton
Lesley Ugochukwu,fr FRA,MF,20,0,10,1025.0,0.0,1.0,0.0,4.0,0.0,0.4,0.8,Southampton
Jack Stephens,eng ENG,DF,31,0,10,804.0,0.0,0.0,0.0,2.0,2.0,0.3,0.1,Southampton
Paul Onuachu,ng NGA,FW,30,0,8,764.0,3.0,1.0,0.0,3.0,0.0,2.8,0.5,Southampton
Kamaldeen Sulemana,gh GHA,"FW,MF",23,0,8,742.0,1.0,0.0,0.0,0.0,0.0,0.9,0.4,Southampton
Nathan Wood-Gordon,eng ENG,DF,22,0,7,624.0,0.0,0.0,0.0,2.0,0.0,0.2,0.0,Southampton
William Smallbone,ie IRL,MF,25,0,6,555.0,1.0,0.0,0.0,1.0,0.0,0.4,0.6,Southampton
Alex McCarthy,eng ENG,GK,35,0,5,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Adam Lallana,eng ENG,MF,36,0,5,361.0,0.0,2.0,0.0,4.0,0.0,0.2,0.9,Southampton
Ben Brereton,cl CHI,FW,25,0,4,449.0,0.0,0.0,0.0,1.0,0.0,0.9,0.1,Southampton
Ryan Fraser,sct SCO,"FW,DF",31,0,4,306.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,Southampton
Joe Lumley,eng ENG,GK,30,0,3,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Welington,br BRA,"DF,MF",24,0,3,172.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Southampton
Armel Bella Kotchap,de GER,DF,23,0,2,331.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,Southampton
Charlie Taylor,eng ENG,DF,31,0,2,266.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Southampton
Albert Grønbaek,dk DEN,"FW,MF",23,0,2,143.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,Southampton
Ross Stewart,sct SCO,"FW,MF",28,0,1,132.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,Southampton
Maxwel Cornet,ci CIV,FW,28,0,1,72.0,0.0,0.0,0.0,1.0,0.0,0.2,0.0,Southampton
Samuel Edozie,eng ENG,"DF,FW",22,0,0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Southampton
Samuel Amo-Ameyaw,eng ENG,"FW,DF",18,0,0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,Southampton
Ronnie Edwards,eng ENG,DF,21,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
Carlos Alcaraz,ar ARG,MF,22,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,Southampton
Joe O'Brien-Whitmarsh,ie IRL,FW,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton
